text,start,end
ก็คือดูจากเซลล์นะคะอ่า จะมี,1425.482,1428.186
ลดลงนิดหนึ่งนะคะ,1428.234,1429.914
แต่ Overall แล้วคือไม่ว่าจะเป็นกำไรขาดทุน,1432.458,1435.578
กำไรสุทธินะคะก็คือมีเพิ่มขึ้นมา,1440.618,1443.642
อาจจะมี พูดถึง เล่าถึงนิดนึงของ,1446.762,1450.458
ตามการเงินนะคะ คือเนื่องจากว่า,1452.138,1455.162
ตอนนี้เศรษฐกิจของพวกโลก เรื่อง Marginal,1455.306,1457.92
 Management System ทำให้อัตรา,1457.92,1460.058
ขึ้นมาประมาณ 2-3 เท่านะคะ,1464.618,1466.586
ก็เลยทำให้,1466.634,1468.602
ต้นทุนของทางการเงินมันมีเพิ่มขึ้นมาเหมือนกัน,1468.842,1472.442
อันนี้ก็จะเป็นเหตุผลหนึ่งที่หลัก,1473.162,1475.778
ว่าทำไมเรามีความต้องการ แล้วก็,1475.778,1478.394
เสนอว่า RO สำหรับคำนี้นะคะ,1479.69,1482.042
รวมถึงยอดขายของ,1487.178,1489.506
เครื่องปีแรกของ 2023,1489.506,1491.834
"อยู่ที่ 2,200 ล้านเหรียญสหรัฐ",1491.978,1494.714
ทั่วโลกนะคะแล้วก็,1505.898,1507.578
ส่วนที่เป็น,1516.362,1517.658
อันนี้ก็จะเป็นหลักๆก็คือเกิดเนื่องจากว่าเรามีการ,1531.338,1534.458
ในช่วงปี 2 ปีที่ผ่านมา,1534.602,1537.2
 เรามีการปรับปรุงโครงสร้างภายใน,1537.2,1540.122
ประสิทธิภาพของ Production นั้นก็คือ,1550.25,1552.794
Intercel 4.0 System มา,1557.162,1559.682
เพิ่มทำให้ Production ของโรงงาน,1559.682,1562.202
ดีขึ้นนะคะ ก็เลย Over คือเราสามารถลดลง,1562.25,1564.986
ส่วนที่เป็นกำไรจากขั้นตอน,1570.218,1572.954
การทำงานงาน Operating,1573.194,1575.882
 Profit อยู่ที่ 49 ล้านเหรียญสหรัฐ,1575.882,1578.906
ขึ้นปีแรกของสมชิงสงสาร,1579.242,1581.306
ต่อปีค่ะ,1582.986,1584.378
ปรับเทียบกับปีที่แล้วนะคะ อันนี้ก็คือเนื่อง,1590.378,1593.8329999999999
จาก ออโบว์ ผ้ารวม คือเรามีความปรับปรุง ไม่ว่าจะ,1593.8329999999999,1597.5539999999999
เป็นปรับปรุงของสร้างภายใน หรือปรับปรุงของ Production,1597.5539999999999,1601.2749999999999
Publicity นะคะ ก็คือลงดวงก็คือทำให้,1601.322,1604.25
ส่วนที่เป็นกำไรสุทธินะคะของ,1610.634,1613.85
เพิ่มปีแรก 2022-2023 อยู่ที่,1614.282,1616.634
อันนี้ก็จะเป็นภาพรวมๆทั้งหมดอย่างที่อธิบาย,1633.29,1636.122
เนื่องจากว่าเรามีปรับปรุงภายในด้วย แล้วก็คือมีสินค้าตัวใหม่,1638.954,1642.866
 ผลิตภัณฑ์ตัวใหม่เข้ามาด้วย ก็คือทั้งหมด Overall แล้วคือทำให้,1642.866,1646.778
กำไรสุทธิของบริษัทอยู่ในขาเครื่องดิน,1649.418,1652.73
ต่อมาก็จะเป็น,1656.426,1658.514
กำไรต่อหุ้น EPS,1658.514,1660.6019999999999
ส่วนที่เป็นอัตราส่วนของตอบแทนต่อส่วนของผู้ถือหุ้นดวง,1678.41,1682.202
ลง ๆ ออบเวอร์โอร์ อยู่ในขาขึ้นหมดเลย,1687.05,1689.69
การจ่ายเงินปันผลนะคะ อย่าง,1695.882,1699.002
ที่เมื่อสักครู่คุณโจที่เก่าถึง บริษัทเมืองเมล์,1699.242,1703.13
ที่จ่ายปันผลสมัครเสมอนะคะ,1704.81,1707.354
ตารางที่เราล่วงลงขึ้นมาจะ,1708.938,1711.482
ออกมาให้นักลงทุน,1711.53,1712.826
สำหรับเซิร์ฟนะคะ,1719.018,1720.602
สามจุดสองเก้าถึงสามจุดหนึ่งนะคะ,1726.794,1729.434
ช่วงที่ปีที่อาจจะมีโควิด,1731.21,1733.586
ที่มากระทบหรือว่าเป็นช่วงที่,1733.586,1735.962
อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า,1738.986,1741.6740000000002
 อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า,1741.6740000000002,1744.4100000000003
จ่ายบำพริบต่อเรื่องนะคะเพื่อ,1748.394,1750.554
ผลประโยชน์ของผู้ถือหุ้นทั้งหมด,1753.29,1755.066
ถัดมานี้พูดถึงปลุกผลิตภัณฑ์นะคะ,1759.05,1762.266
ลงยมแล้วคือเรา,1762.41,1764.954
ส่วนที่ยอดขายที่มาจาก,1765.194,1767.066
Telacom อยู่ที่ 19%,1767.21,1769.658
อุปกรณ์ต่อพวกคอมพิวเตอร์นะคะ,1772.874,1774.989
อยู่ที่ 81 เปอร์เซ็นต์นะคะซึ่งคือว่า,1774.989,1777.338
Financial Highlight ของไตรมาสที่ 2 ไปแล้วนะคะ,1787.946,1790.778
จากนั้นค่ะเรามาฟังแนวโน้มธุรกิจค่ะ,1790.826,1793.466
ขอเรียนเชิญคุณสวิตเจลลี่ค่ะ,1793.61,1795.482
ขอสรุปก่อน จากที่ท่านลองประธานกรรมการ,1970.442,1974.188
ได้พูดไปถึงภาพรวมของเศรษฐกิจโลก,1974.188,1977.594
เศรษฐกิจโลกที่ชะลอตัวนะคะภาคการผลิตที่ถดถอยลงในหลักฐาน,1977.738,1981.53
หลายประเทศสะท้อนจากต้นทุนทางการเงิน,1981.578,1984.815
ที่สูงขึ้น และปัญหาการขาดแคลนวัตถุดิบ,1984.815,1988.346
ถึงแม้ว่าเศรษฐกิจโลกของเรายังไม่มีความ,1988.394,1991.874
แน่นอน แต่บริษัทเรายังมีความมั่นใจว่า,1991.874,1995.354
เรามีศักยภาพในการแข่งขัน,1995.498,1997.562
ผู้แข่งขันนะคะ,1998.57,1999.77
เนื่องจากเราอ่ะค่ะ ได้มีการพัฒนาและปรับปรุง,1999.818,2002.938
โรงงานของเราเพื่อยกระดับความสามารถของ,2003.658,2007.503
เรา ไม่ว่าจะเป็นทั้งโรงงานอัตโนมัติหรือ,2007.503,2011.348
โรงงานอุตสาหกรรม 4.0 อีกทั้ง เรายังมี,2011.348,2015.514
ผลิตภัณฑ์ใหม่ๆที่เข้ามานะครับไม่ว่า,2015.562,2018.2279999999998
จะเป็นอุปกรณ์สวมใส่อัจฉริยะ,2018.2279999999998,2020.4099999999999
เครื่อง POS เป็นต้นนะคะ,2020.458,2022.522
นอกจากนั้น เรายังมีเป้าหมาย,2022.57,2025.234
ที่จะดำเนินการผลิตภัณฑ์ใหม่,2025.234,2027.898
ไม่ว่าจะเป็นธุรกิจสถานีชาร์จ,2027.946,2030.8509999999999
รถไฟฟ้าหรือธุรกิจความปลอดภัยภาย,2030.8509999999999,2034.079
ในบ้านแล้วผลิตภัณฑ์ดาวเทียม L E O,2034.079,2037.307
และอื่น ๆ ที่จะเข้ามาในปีต่อ ๆ ไปอีกด้วยนะคะ,2037.354,2040.954
จากนั้นค่ะ เป็นเทคชั่นของ,2042.154,2044.314
ต่อข้อสถาปนิกของนักลงทุน,2045.13,2047.77
เราเริ่มต่อคำถามนะคะ มันมี,2064.618,2067.426
นักลงทุนที่ต่อคำถามมาค่ะ,2067.426,2070.234
หนึ่งแรกนะคะก็คือ มีการ,2070.666,2073.786
มีนักลงทุนถามว่าถามถึงด้วยไง,2074.89,2078.01
แล้วทำไม,2082.762,2084.5930000000003
บริษัทไม่ให้,2084.5930000000003,2087.034
เมื่อสักครู่คือ ท่านลงประทานคืออธิบายว่า คือ,2235.498,2238.988
จริง ๆ คือบริษัทอย่างที่เมื่อกี้ที่พรีเซ็ตมาค่ะ,2238.988,2242.7459999999996
เรามีการเอาสินค้าตัวใหม่ ผลิตภัณฑ์,2243.082,2245.6839999999997
ใหม่ที่จะนำเข้ามาที่จะผลิต,2245.6839999999997,2248.026
ซึ่งปัจจุบันนี้เรา,2248.842,2251.1240000000003
ไม่สามารถคือไปคำเม้น,2251.1240000000003,2253.786
ลูกค้า,2253.93,2254.842
แต่พูดถึงภาครวมนะคะ,2256.906,2259.45
อย่าง payment term คือของทุกท่านคือทุก,2261.514,2263.914
ลูกค้าของเราหรือทุกเบนเดอร์ของเราค่ะ,2263.914,2266.554
ข้อใช้จ่ายของพวก admin นะคะ ก็คือทั้งให้,2281.578,2284.0969999999998
 overall คือบริษัทก็ยังอยู่ในสภาพดีนะคะ,2284.0969999999998,2286.81
ตาม Market Term ค่ะ,2294.634,2297.178
แล้วคำถามถัดไปนะคะ,2301.546,2304.57
คือมีผู้ถือหุ้นถามว่า,2307.21,2310.324
ราคาของตลาดก่อนที่เพิ่มทุน,2310.324,2313.882
มีแนวน้องที่จะยกเลิกไหม,2317.482,2320.698
ไป Manipulate ราคาของตลาด,2474.826,2476.89
แต่อย่างที่เมื่อกี้ที่เมื่อสักครู่ที่วิดีโอ,2477.61,2480.704
ที่มามี สัญญาณมามี มีพรีเซนต์ให้,2480.704,2483.322
ตอนนั้นคุณสมบูรณ์ทุกท่านนะคะก็คือ,2483.37,2485.626
ในประเทศไทย,2491.338,2492.346
ทั้งหมดคือ ตอนนี้เป็นสิ่งที่,2493.738,2497.53
ทำให้ที่ควรจำเป็นที่ต้องลองต้องเคลื่อนทุน เรา,2497.578,2501.16
ต้องออกทุนอันนี้คือเราให้สิทธิของผู้ถือหุ้น,2501.16,2505.018
พูดถึงพื้นของเรานะคะ,2509.194,2510.97
อธิบายเพิ่มเติมนะคะ หรือสิ่งที่เราไปเพิ่ม,2514.09,2516.9460000000004
ทุนครั้งนี้ เพื่อที่จะไปสร้างต่อสร้างโรงงาน,2516.9460000000004,2519.8020000000006
หรือถึงลูกค้า ไม่ว่าจะเป็นสินค้าตัวใหม่หรือลูกค้าตัวใหม่,2525.898,2529.69
ที่จะเข้ามาผลิตในประเทศไทย,2530.026,2533.1859999999997
ผลิตในบริษัทแคลอคอม เราจะสามารถ,2533.1859999999997,2536.698
มีการลงทุนมากขึ้นนะคะ แล้วก็จะสามารถทำ,2539.05,2542.266
ทุก ๆ ค่านะคะ เพราะฉะนั้น,2545.962,2548.568
คือตอนนี้ก็คือยัง,2548.568,2550.5220000000004
นักลงทุนนะคะ เห็นด้วยของ,2555.466,2557.722
โอเค ถัดมานะคะ,2567.946,2569.914
คุณโจนะคะคือท่านกรรมการผู้จัดการคุณโจนะคะ,2655.69,2659.386
ที่เกี่ยวกับ OEN เป็น Manufacturing Service เพราะ,2665.29,2668.4339999999997
ฉะนั้นไม่ว่าจะเป็นโรงงานเก่าหรือโรงงานใหม่,2668.4339999999997,2671.5779999999995
กันมากนะคะ นี่ก็คือจริงๆ ต้องเมื่อสักครู่ที่กล่าว,2676.426,2680.194
ถึงนะคะ คือสิ่งที่เราทำมาตอนนี้ค่ะ คือจริงๆ,2680.194,2683.962
แต่การขายและการบริหารก็ค่อนข้างจะเยอะอยู่,2694.954,2698.266
บริษัทก็คือยังจะทำต่อเนื่องนะคะ,2702.442,2704.986
ขอโทษนะคะพอดีตอนนี้เราเวลา,2713.002,2715.738
ไม่มีเวลานะคะ ก็คือ,2715.978,2718.2580000000003
ถ้าผู้ถือหุ้นยังมีคำถาม,2718.2580000000003,2720.5380000000005
สามารถคือติดต่อมาใน IR,2720.874,2723.418
นอกเวลา Opportunity Day นะคะ,2725.866,2728.314
ค่ะ ก็เนื่องจากเวลาในการ,2728.65,2731.578
แล้วเสนอมีค่อนข้างที่จะซ้ำกัดนะคะ สำหรับ,2732.106,2735.1040000000003
วันนี้ค่ะ ทางบริษัทเราค่ะ ขอปิดการประชุม Opportunity,2735.1040000000003,2739.255
 Day ของวันนี้ไว้เพียงเท่านี้ก่อนค่ะ,2739.255,2741.561
ขอบคุณมากค่ะ,2741.61,2742.522
